episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
100,260.0,347,61415,0.2,0.0961689603146772,227.4509463700001,True,False
101,370.0,529,61944,0.2,0.10940444924609553,232.2714710729997,True,False
102,770.0,637,62581,0.2,0.09720371167450768,234.38435712299997,True,False
103,1160.0,770,63351,0.2,0.10295810833728562,236.9440449419999,True,False
104,420.0,520,63871,0.2,0.11244458256719204,238.7176844139999,True,False
105,870.0,732,64603,0.2,0.09982829177599462,241.47868918699987,True,False
106,500.0,519,65122,0.2,0.09927705711900042,243.69246458599991,True,False
107,730.0,813,65935,0.2,0.09650938524841675,246.39984421999998,True,False
108,910.0,690,66625,0.2,0.11048889557987107,248.7139580009998,True,False
109,560.0,493,67118,0.2,0.09240065533970672,250.4279738119999,True,False
110,390.0,452,67570,0.2,0.08616820038749581,252.00206135100007,True,False
111,840.0,607,68177,0.2,0.09488751713529621,254.35263802500003,True,False
112,390.0,456,68633,0.2,0.09312706012605575,256.345924619,True,False
113,340.0,401,69034,0.2,0.096337436940521,257.8092684610001,True,False
114,510.0,619,69653,0.2,0.11591669116770068,259.9459721630001,True,False
115,350.0,500,70153,0.2,0.10099128679186106,261.6561886310001,True,False
116,430.0,667,70820,0.2,0.11180101562581377,263.883118706,True,False
117,1060.0,1113,71933,0.2,0.09866292987072425,268.05564233999985,True,False
118,1250.0,605,72538,0.2,0.10192511808003811,270.15699391299995,True,False
119,1380.0,651,73189,0.2,0.09958230176129224,272.3661105179999,True,False
120,410.0,440,73629,0.2,0.09266580673442645,273.8843747689998,True,False
121,570.0,654,74283,0.2,0.09156819104439824,276.0779531569997,True,False
122,1060.0,983,75266,0.2,0.08878752663428706,279.61065757999995,True,False
123,490.0,498,75764,0.2,0.0795469554811716,281.67611790699993,True,False
124,1080.0,802,76566,0.2,0.0812418575771153,284.3631308539998,True,False
125,810.0,499,77065,0.2,0.101884506508708,286.1172674209997,True,False
126,1130.0,729,77794,0.2,0.10508133456684075,290.4676182879998,True,False
127,580.0,565,78359,0.2,0.09736582716094687,292.873608847,True,False
128,730.0,569,78928,0.2,0.09906560911998882,295.00802710900007,True,False
129,300.0,434,79362,0.2,0.10399618268840843,296.53120801299974,True,False
130,1110.0,655,80017,0.2,0.09571378488979507,298.75052371599986,True,False
131,260.0,478,80495,0.2,0.08831791409893948,300.41632781499993,True,False
132,380.0,550,81045,0.2,0.09660559709764262,302.33940192399996,True,False
133,430.0,462,81507,0.2,0.08957127512473127,304.10195560400007,True,False
134,280.0,433,81940,0.2,0.10166604266664304,306.1059257009997,True,False
135,840.0,717,82657,0.2,0.10602229851813123,308.49762011899975,True,False
136,480.0,548,83205,0.2,0.10502797750633781,310.38099545999967,True,False
137,460.0,526,83731,0.2,0.0979025258419623,312.1798067159998,True,False
138,500.0,698,84429,0.2,0.10531609671456474,314.52861973499967,True,False
139,1540.0,870,85299,0.2,0.10170758722461588,317.8485678699999,True,False
140,400.0,500,85799,0.2,0.10680569937080145,319.8096165669999,True,False
141,780.0,563,86362,0.2,0.10414387366291902,321.7221918370001,True,False
142,1130.0,740,87102,0.2,0.1053107411474795,324.29406304899976,True,False
143,430.0,500,87602,0.2,0.10042802961170673,326.0098481760001,True,False
144,340.0,429,88031,0.2,0.0942223294176788,327.5431994119999,True,False
145,530.0,532,88563,0.2,0.11550328948472004,329.6200708229999,True,False
146,1050.0,811,89374,0.2,0.09736710753787327,332.756177794,True,False
147,1080.0,1047,90421,0.2,0.0976812009386832,336.174936336,True,False
148,1080.0,631,91052,0.2,0.09983709605434272,338.290738916,True,False
149,760.0,667,91719,0.2,0.09295513571789825,340.5328219369999,True,False
150,1200.0,1089,92808,0.2,0.09455064856089078,344.7264651589999,True,False
151,420.0,448,93256,0.2,0.08947087501707886,348.75502011599974,True,False
152,1290.0,917,94173,0.2,0.09865903793366455,351.7739908599997,True,False
153,540.0,539,94712,0.2,0.09362403919437418,353.65237412199986,True,False
154,430.0,476,95188,0.2,0.09768689642934238,355.85646715799976,True,False
155,420.0,538,95726,0.2,0.100625155243411,357.86748881099993,True,False
156,590.0,638,96364,0.2,0.11062392012099735,360.0639769270001,True,False
157,800.0,539,96903,0.2,0.1063183595690487,361.952746038,True,False
158,830.0,784,97687,0.2,0.10105696451679176,364.59066175,True,False
159,330.0,413,98100,0.2,0.11077914209678195,366.054118431,True,False
160,410.0,453,98553,0.2,0.09766829010527746,368.0565333320001,True,False
161,2180.0,693,99246,0.2,0.12353158159709046,370.6437202110001,True,False
162,910.0,641,99887,0.2,0.11383546609431505,372.8274374819998,True,False
163,910.0,631,100518,0.2,0.1102565651452994,374.9912365219998,True,False
164,830.0,581,101099,0.2,0.11062677532819838,376.9635675979998,True,False
165,370.0,496,101595,0.2,0.12055189096398893,378.6823093129997,True,False
166,510.0,626,102221,0.2,0.11223134856410087,381.45760419399994,True,False
167,510.0,532,102753,0.2,0.08955613918658487,383.2838269969998,True,False
168,520.0,481,103234,0.2,0.10397092367056757,384.969845481,True,False
169,420.0,425,103659,0.2,0.09722648907171667,386.45350062499983,True,False
170,460.0,477,104136,0.2,0.11087461196196575,388.12429922399997,True,False
171,700.0,507,104643,0.2,0.1266851402183492,389.9513825449999,True,False
172,1200.0,881,105524,0.2,0.10663995081853812,393.36503601699997,True,False
173,510.0,509,106033,0.2,0.10947250208164763,395.36828261799974,True,False
174,900.0,775,106808,0.2,0.10735988407155748,397.96981289899986,True,False
175,260.0,383,107191,0.2,0.1281433173504315,399.33462193900004,True,False
176,440.0,616,107807,0.2,0.12370016564336883,403.5479128689999,True,False
177,860.0,715,108522,0.2,0.08683669791874273,406.62461613899995,True,False
178,620.0,642,109164,0.2,0.10620308908061211,408.801244449,True,False
179,380.0,431,109595,0.2,0.11633876634535388,410.2953681959998,True,False
180,1520.0,764,110359,0.2,0.0937895652501605,412.85400556600007,True,False
181,500.0,554,110913,0.2,0.10006012049295919,414.75635428099986,True,False
182,250.0,450,111363,0.2,0.12076155334112368,416.3450482600001,True,False
183,400.0,393,111756,0.2,0.13568223205705485,418.05926494999994,True,False
184,660.0,570,112326,0.2,0.12146873315665084,420.37642479999977,True,False
185,670.0,590,112916,0.2,0.13472960233638012,422.4191695139998,True,False
186,1900.0,1078,113994,0.2,0.10492158852185236,425.9828036650001,True,False
187,440.0,423,114417,0.2,0.11212557120213532,427.466386696,True,False
188,890.0,606,115023,0.2,0.12229188791914097,429.584399972,True,False
189,690.0,631,115654,0.2,0.10418054843439331,432.2690125039999,True,False
190,730.0,711,116365,0.2,0.1186897141565935,434.68851829000005,True,False
191,880.0,782,117147,0.2,0.10277934530988718,437.3046293319999,True,False
192,880.0,915,118062,0.2,0.09108467369165484,440.3521041849999,True,False
193,400.0,430,118492,0.2,0.1019673594446094,441.8715193359999,True,False
194,1180.0,584,119076,0.2,0.10363067271927856,444.47094061000007,True,False
195,440.0,479,119555,0.2,0.09121893408919583,446.14397731500003,True,False
196,420.0,431,119986,0.2,0.11766201531928447,447.64924295699984,True,False
197,400.0,468,120454,0.2,0.10415583591048534,449.2781433790001,True,False
198,380.0,494,120948,0.2,0.10402120651316739,450.9981859069999,True,False
199,1420.0,959,121907,0.2,0.0942393288359233,454.14752119099967,True,False
200,240.0,414,122321,0.2,0.10458953078621282,456.0644488329999,True,False
